date,fear_greed_score,sentiment_label,returns
2025-04-10,39,Fear,0.08244667805893258
2025-04-11,25,Extreme Fear,-0.03662228869242723
2025-04-12,43,Fear,0.04828023526703795
2025-04-13,45,Fear,0.02236127781260877
2025-04-14,31,Fear,-0.01997860898873105
2025-04-15,38,Fear,0.011036164356275968
2025-04-16,29,Fear,-0.010257034909942009
2025-04-17,30,Fear,0.005370616430659725
2025-04-18,33,Fear,0.009810611827305804
2025-04-19,32,Fear,-0.005853680505621295
2025-04-20,37,Fear,0.008206579353063681
2025-04-21,39,Fear,-0.000628439937643166
2025-04-22,47,Neutral,0.02796277215686449
2025-04-23,72,Greed,0.07002830815051597
2025-04-24,63,Greed,0.0003129688282810239
2025-04-25,60,Greed,0.002856264387879559
2025-04-26,65,Greed,0.009590612417023747
2025-04-27,61,Greed,-0.0013616270744123415
2025-04-28,54,Neutral,-0.008819660687918618
2025-04-29,60,Greed,0.013018625474253698
2025-04-30,56,Greed,-0.008147343476467617
2025-05-01,53,Neutral,-0.00021861816875057283
2025-05-02,67,Greed,0.023252235327595905
2025-05-03,65,Greed,0.004445053306148639
2025-05-04,64,Greed,-0.009629799590416765
2025-05-05,52,Neutral,-0.016640952934134923
2025-05-06,59,Greed,0.004581985690131907
2025-05-07,67,Greed,0.022116233565811383
2025-05-08,65,Greed,0.0017754644824494736
2025-05-09,73,Greed,0.06235185412164812
2025-05-10,70,Greed,-0.0011034071380033872
2025-05-11,70,Greed,0.016203357406391783
2025-05-12,70,Greed,-0.006086326397470643
2025-05-13,70,Greed,-0.010743221014506421
2025-05-14,73,Greed,0.01271092780228944
2025-05-15,70,Greed,-0.005663651466510822
2025-05-16,71,Greed,0.0011045537682159434
2025-05-17,74,Greed,-0.0014735138071796383
2025-05-18,74,Greed,-0.00331868732874141
2025-05-19,74,Greed,0.027305573791290394
2025-05-20,71,Greed,-0.003784018351072893
2025-05-21,70,Greed,0.010956267675634068
2025-05-22,72,Greed,0.026961627429285207
2025-05-23,78,Extreme Greed,0.017275140665404587
2025-05-24,66,Greed,-0.0389357697362529
2025-05-25,74,Greed,0.005733205324353063
2025-05-26,73,Greed,0.009556093866045945
2025-05-27,74,Greed,0.004739079328180074
2025-05-28,71,Greed,-0.00282743320466905
2025-05-29,74,Greed,-0.011279820696354248
2025-05-30,60,Greed,-0.019406555486743637
2025-05-31,50,Neutral,-0.016402574190579222
2025-06-01,56,Greed,0.006504969572125763
2025-06-02,64,Greed,0.00976714924241917
2025-06-03,64,Greed,0.0016529815927304181
2025-06-04,62,Greed,-0.004252408511070782
2025-06-05,57,Greed,-0.005895218031779392
2025-06-06,45,Fear,-0.030169749282839997
2025-06-07,52,Neutral,0.0271420646701952
2025-06-08,62,Greed,0.012179944291476064
2025-06-09,62,Greed,0.00010212570269452215
2025-06-10,71,Greed,0.04323238046873712
2025-06-11,72,Greed,-0.00044296790111297835
2025-06-12,71,Greed,-0.013907253675847775
2025-06-13,61,Greed,-0.02485045695612742
2025-06-14,63,Greed,0.0006259281657734483
