date,returns,volatility
2024-06-16,2.4518455187503028,3.0347915361037967
2024-06-17,1.486333856158366,3.299554716869201
2024-06-18,-3.0343742491837165,3.404001123478163
2024-06-19,-0.8550497453283701,3.530017498992201
2024-06-20,2.14589844889204,3.51915996777982
2024-06-21,-1.2644692775137283,3.552280928034471
2024-06-22,0.15924931730475564,3.5403648490458473
2024-06-23,-0.629877355585997,3.518676763814544
2024-06-24,-2.227950637869982,3.5094115717502947
2024-06-25,-1.7918534925848173,3.548195812704935
2024-06-26,1.131580616818975,3.5535105285953104
2024-06-27,-0.8684845248067251,3.539071856047023
2024-06-28,2.260843230555952,3.524620171888377
2024-06-29,-2.0038770891910507,3.5603869942315765
2024-06-30,-0.09863504695719987,3.5682596404473252
2024-07-01,1.8817624598307876,3.53461065616897
2024-07-02,0.07829545559042528,3.550624193456185
2024-07-03,-0.5866680995714023,3.5244045542411975
2024-07-04,-3.6374367902297435,3.512225152220792
2024-07-05,-7.128558161513106,3.6289677430682725
2024-07-06,-2.7967831415277487,4.030311357812879
2024-07-07,2.705639521867722,3.879446521061413
2024-07-08,-4.592956754852395,3.787543969214722
2024-07-09,2.94341734852128,3.856156397242975
2024-07-10,1.5792308233195063,3.7862247429642513
2024-07-11,1.1557223579261064,3.6871817625534273
2024-07-12,0.07675333144602411,3.617584815799579
2024-07-13,0.9908743872854836,3.5634423694340955
2024-07-14,1.2851518017230414,3.5418384508679184
2024-07-15,2.4634921283376485,3.536030484907024
2024-07-16,7.001161929868277,3.5762856156113125
2024-07-17,-1.2046586565611066,3.9932780121610563
2024-07-18,-1.677127227085882,3.8003299743441943
2024-07-19,1.1472924357365801,3.697078598059166
2024-07-20,2.2115989511174714,3.6232137933503816
2024-07-21,0.5002488177293614,3.6148597716804503
2024-07-22,0.29243683544588955,3.564419546144544
2024-07-23,-2.581637766444334,3.53330159052657
2024-07-24,1.1524843305210577,3.5781870168257166
2024-07-25,-4.300286904283427,3.5538519707686644
2024-07-26,-4.996838708887841,3.701547002694152
2024-07-27,3.237243708287861,3.842622890832446
2024-07-28,-0.7217545992809878,3.795030631699736
2024-07-29,0.5588238154500635,3.6728042520068946
2024-07-30,1.3382126163907726,3.599031175856083
2024-07-31,-1.2120521453658506,3.570543575345565
2024-08-01,-1.3488554598750606,3.5496974167672795
2024-08-02,-0.8957286252805692,3.540990235151719
2024-08-03,-7.144657097977136,3.5261904575818153
2024-08-04,-2.6006811886682146,3.9793625877759227
2024-08-05,-8.029772973895053,3.8395483576562595
2024-08-06,-10.476526179319787,4.253692739757159
2024-08-07,1.6374445276134761,4.812102400419454
2024-08-08,-4.750470603924377,4.323625650318347
2024-08-09,13.685514323185021,4.180695253239764
2024-08-10,-3.1334356993162484,5.315488971245846
2024-08-11,0.2246229533800214,4.702316376815165
2024-08-12,-1.906251855531835,4.231380348927641
2024-08-13,6.358585741615713,3.9649014518961683
2024-08-14,-0.8554757319507323,4.127798344389477
2024-08-15,-1.5195092689578167,3.8760294007322518
2024-08-16,-3.5519228232452296,3.7375117844658803
2024-08-17,0.8674231118518253,3.7508224164140818
2024-08-18,0.8026439647475976,3.6494442033164964
2024-08-19,0.05593312088168268,3.5886240732763746
2024-08-20,0.9890924426951222,3.546483681362318
2024-08-21,-2.4903155603764873,3.5319763645001254
2024-08-22,2.099807180745248,3.5729852803711215
2024-08-23,-0.26685132504383974,3.581209226349653
2024-08-24,5.198054076868748,3.542676231211782
2024-08-25,0.16580175487020654,3.7786157047542765
2024-08-26,-0.8226434823292404,3.658761976638457
2024-08-27,-2.287563140649863,3.593659772963883
2024-08-28,-8.791146196612083,3.599047973281969
2024-08-29,2.7989536150122403,4.2364641027414125
2024-08-30,-0.011422220167104752,4.006473963727405
2024-08-31,0.03766398576482878,3.7956188279650793
2024-09-01,-0.5683689087101018,3.6685905666378424
2024-09-02,-3.3722636869771234,3.59614124326582
2024-09-03,4.225649144612341,3.658598752459337
2024-09-04,-3.9327931942182155,3.757780443561912
2024-09-05,0.45689588664727354,3.788478264019671
2024-09-06,-3.3448510220515404,3.6664811121176917
2024-09-07,-6.273996217531977,3.6969152817999817
2024-09-08,2.1758714111478556,3.9672934349870586
2024-09-09,1.0376607453477524,3.816007405396833
2024-09-10,2.713364016858973,3.6913191761336575
2024-09-11,1.2595657692819822,3.677950109575107
2024-09-12,-1.9656500772796026,3.614615581555823
2024-09-13,0.8219059617990967,3.598110439676283
2024-09-14,3.444456061027053,3.5589280825830216
2024-09-15,-1.1105383928610426,3.645319932687919
2024-09-16,-4.0269093997531735,3.5910184822740754
2024-09-17,-1.1914309212089524,3.7010362391397074
2024-09-18,1.982606869280527,3.6254687823367155
2024-09-19,0.8874539157894299,3.606843284225669
2024-09-20,4.279484687734645,3.5651400324274674
2024-09-21,3.679081431937517,3.709934332055824
2024-09-22,2.2033106916392557,3.7466999384442286
2024-09-23,-1.2218427342904883,3.6863688879841936
2024-09-24,2.490951218823395,3.6175328392437147
2024-09-25,0.22072292754751532,3.6242873915180764
2024-09-26,-2.877571519601777,3.567848943094678
2024-09-27,2.011136584385386,3.613287708874602
2024-09-28,2.523728769808542,3.6008991975974483
2024-09-29,-0.6683827002895633,3.6163155388796966
2024-09-30,-0.771844537762536,3.566641473546893
2024-10-01,-2.3691663250146893,3.5390983636390736
2024-10-02,-5.77345572997469,3.571393785781378
2024-10-03,-3.5878021905830697,3.8467094870636727
2024-10-04,-0.7309746624296583,3.816248802555212
2024-10-05,2.8927380606572366,3.6855790932215866
2024-10-06,-0.06268588026921122,3.684180707966824
