Price,Close,High,Low,Open,Volume
Ticker,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD
Date,,,,,
2022-01-01,1.3769750595092773,1.3769750595092773,1.3097870349884033,1.310130000114441,851279685
2022-01-02,1.3775839805603027,1.388754963874817,1.3465150594711304,1.3770170211791992,881893010
2022-01-03,1.3216370344161987,1.3775990009307861,1.3157999515533447,1.3775990009307861,956659954
2022-01-04,1.3116580247879028,1.3496819734573364,1.299481987953186,1.3215080499649048,1014646349
2022-01-05,1.236001968383789,1.3508750200271606,1.2026790380477905,1.3119440078735352,1416139355
2022-01-06,1.2797820568084717,1.2945760488510132,1.1934159994125366,1.2352089881896973,1559075484
2022-01-07,1.2115470170974731,1.2824079990386963,1.1932369470596313,1.2799170017242432,1751707653
2022-01-08,1.1875120401382446,1.2526700496673584,1.1381160020828247,1.211467981338501,1499054949
2022-01-09,1.17385995388031,1.204035997390747,1.153478980064392,1.1876929998397827,1088569809
2022-01-10,1.128051996231079,1.178858995437622,1.080152988433838,1.1737860441207886,1481621292
2022-01-11,1.1851099729537964,1.1936149597167969,1.125648021697998,1.127856969833374,1089929557
2022-01-12,1.3045350313186646,1.30634605884552,1.1855510473251343,1.1855510473251343,1651269250
2022-01-13,1.2331609725952148,1.3509949445724487,1.2331609725952148,1.3046560287475586,2022506483
2022-01-14,1.2909259796142578,1.3065030574798584,1.2271050214767456,1.2333699464797974,1855980787
2022-01-15,1.2962629795074463,1.315587043762207,1.2572580575942993,1.2910890579223633,967735764
2022-01-16,1.407251000404358,1.4206409454345703,1.2911590337753296,1.2959330081939697,2436680646
2022-01-17,1.5941309928894043,1.5941309928894043,1.3907630443572998,1.408210039138794,5285117130
2022-01-18,1.4655410051345825,1.6312979459762573,1.4182369709014893,1.5964800119400024,4287066351
2022-01-19,1.34175705909729,1.5311110019683838,1.3314779996871948,1.4649460315704346,3304139176
2022-01-20,1.2580549716949463,1.4233380556106567,1.2578760385513306,1.3416539430618286,1686210420
2022-01-21,1.1232329607009888,1.279778003692627,1.1091660261154175,1.2588030099868774,3009627794
2022-01-22,1.066715955734253,1.1521949768066406,0.9333969950675964,1.1230789422988892,3930474859
2022-01-23,1.122370958328247,1.1648730039596558,1.056931972503662,1.0676610469818115,2362627205
2022-01-24,1.0665980577468872,1.1243380308151245,0.9591240286827087,1.1227819919586182,3237316963
2022-01-25,1.0435739755630493,1.0720239877700806,0.9982119798660278,1.066519021987915,1766326155
2022-01-26,1.0790469646453857,1.1496479511260986,1.0264860391616821,1.043619990348816,2437592239
2022-01-27,1.0435329675674438,1.0787349939346313,1.0091660022735596,1.0787349939346313,1519972359
2022-01-28,1.0506060123443604,1.0583430528640747,1.0140960216522217,1.0432339906692505,1206550586
2022-01-29,1.0595699548721313,1.0806139707565308,1.041646957397461,1.0504920482635498,913122499
2022-01-30,1.0374729633331299,1.0753459930419922,1.028417944908142,1.0597480535507202,748084610
2022-01-31,1.0523029565811157,1.0576039552688599,1.012045979499817,1.0376149415969849,925666321
2022-02-01,1.0886240005493164,1.09231698513031,1.0378860235214233,1.0522359609603882,1130552843
2022-02-02,1.028905987739563,1.1002399921417236,1.027750015258789,1.0903090238571167,1086043481
2022-02-03,1.0564440488815308,1.057224988937378,1.0192610025405884,1.0286879539489746,873675008
2022-02-04,1.1356240510940552,1.1356240510940552,1.0472970008850098,1.0562429428100586,1178757518
2022-02-05,1.1273449659347534,1.1728849411010742,1.1026179790496826,1.1360609531402588,1363912644
2022-02-06,1.1445469856262207,1.1478029489517212,1.10316801071167,1.1272350549697876,911521818
2022-02-07,1.1973069906234741,1.206853985786438,1.1282639503479004,1.1443560123443604,2107219347
2022-02-08,1.1787199974060059,1.257815957069397,1.1359130144119263,1.1976499557495117,2267265855
2022-02-09,1.1948100328445435,1.2121570110321045,1.1547499895095825,1.1779580116271973,1239455609
2022-02-10,1.1524779796600342,1.2186670303344727,1.1491819620132446,1.1946359872817993,1810255178
2022-02-11,1.080346941947937,1.162572979927063,1.0725680589675903,1.1525709629058838,1395763170
2022-02-12,1.0581990480422974,1.0914069414138794,1.0347169637680054,1.0805109739303589,1401190670
2022-02-13,1.0458190441131592,1.0709439516067505,1.0356290340423584,1.0580079555511475,1066206015
2022-02-14,1.050266981124878,1.0527809858322144,1.021528959274292,1.045469045639038,1261583495
2022-02-15,1.1075860261917114,1.1133660078048706,1.0500179529190063,1.0502179861068726,1370174980
2022-02-16,1.0849809646606445,1.1105409860610962,1.069288969039917,1.107630968093872,1028924852
2022-02-17,1.0198949575424194,1.0915119647979736,1.0122220516204834,1.0843180418014526,1093325576
2022-02-18,0.9971129894256592,1.0413110256195068,0.9894729852676392,1.0202230215072632,1288743412
2022-02-19,0.9977030158042908,1.0178539752960205,0.9775140285491943,0.9970049858093262,1104597763
2022-02-20,0.9329019784927368,0.9976289868354797,0.9232950210571289,0.9976289868354797,1429017666
2022-02-21,0.8582360148429871,0.9862470030784607,0.8577139973640442,0.9324520230293274,2072270994
2022-02-22,0.8890169858932495,0.8937559723854065,0.8199899792671204,0.8581299781799316,2058499639
2022-02-23,0.8691689968109131,0.9554309844970703,0.8691689968109131,0.8889889717102051,1824386011
2022-02-24,0.8534250259399414,0.8823419809341431,0.752810001373291,0.8685150146484375,3629367685
